station_name,hour,realized_incidents,blocked_incidents,total_attempts,realized_rate,mean_active_agents,mean_station_expected_lambda,blocked_rate
3rd street/convention center,12,6,1,7,0.8571428571428571,15.857142857142858,0.07061564409238141,0.14285714285714285
brooklyn village,15,6,1,7,0.8571428571428571,18.714285714285715,0.025702278231311698,0.14285714285714285
brooklyn village,17,6,1,7,0.8571428571428571,13.428571428571429,0.022874649713479103,0.14285714285714285
davidson st,0,6,1,7,0.8571428571428571,6.857142857142857,0.03428571428571429,0.14285714285714285
7th st,4,6,2,8,0.75,18.25,0.04022798051587514,0.25
9th street,18,6,2,8,0.75,15.75,0.03961305445485446,0.25
charlotte gateway station,10,6,2,8,0.75,10.75,0.05375,0.25
charlotte gateway station,11,6,2,8,0.75,7.625,0.038125,0.25
9th street,16,6,3,9,0.6666666666666666,17.555555555555557,0.04204371189065443,0.3333333333333333
bland st,2,6,3,9,0.6666666666666666,3.7777777777777777,0.1975691594485579,0.3333333333333333
bland st,14,6,3,9,0.6666666666666666,21.11111111111111,0.03898846521168597,0.3333333333333333
charlotte gateway station,8,6,3,9,0.6666666666666666,15.777777777777779,0.07888888888888888,0.3333333333333333
ctc/arena,2,6,3,9,0.6666666666666666,19.11111111111111,0.0737248000121781,0.3333333333333333
25th street,5,5,0,5,1.0,7.6,0.038,0.0
3rd street/convention center,16,5,0,5,1.0,22.0,0.02834334688944936,0.0
3rd street/convention center,17,5,0,5,1.0,12.4,0.05110578499904352,0.0
7th st,8,5,0,5,1.0,4.6,0.29461049806861184,0.0
7th st,22,5,0,5,1.0,5.6,0.14283032312227908,0.0
9th street,14,5,0,5,1.0,12.8,0.05451223288749564,0.0
bland st,11,5,0,5,1.0,9.8,0.03369276946344666,0.0
bland st,12,5,0,5,1.0,21.2,0.03915262717047202,0.0
bland st,15,5,0,5,1.0,15.4,0.028441059359682504,0.0
brooklyn village,0,5,0,5,1.0,10.2,0.10888603682213041,0.0
brooklyn village,3,5,0,5,1.0,9.2,0.08350708409414667,0.0
brooklyn village,7,5,0,5,1.0,29.6,0.035186884990611275,0.0
bruns avenue,0,5,0,5,1.0,7.2,0.036,0.0
bruns avenue,1,5,0,5,1.0,9.6,0.048,0.0
carson,16,5,0,5,1.0,21.6,0.04913539694875952,0.0
central piedmont community college,0,5,0,5,1.0,7.2,0.036,0.0
central piedmont community college,1,5,0,5,1.0,8.4,0.041999999999999996,0.0
central piedmont community college,6,5,0,5,1.0,6.4,0.032,0.0
charlotte gateway station,1,5,0,5,1.0,9.2,0.046,0.0
ctc/arena,16,5,0,5,1.0,12.4,0.045603622154740044,0.0
ctc/arena,18,5,0,5,1.0,3.6,0.10124560168318905,0.0
east/west,2,5,0,5,1.0,4.6,0.1237993540821349,0.0
east/west,6,5,0,5,1.0,2.6,0.1874330898508422,0.0
east/west,7,5,0,5,1.0,5.6,0.1420115503367001,0.0
elizabeth and hawthorne,2,5,0,5,1.0,16.4,0.082,0.0
elizabeth and hawthorne,6,5,0,5,1.0,3.6,0.018,0.0
elizabeth and hawthorne,12,5,0,5,1.0,6.4,0.032,0.0
elizabeth and hawthorne,22,5,0,5,1.0,11.8,0.05900000000000001,0.0
hawthorne and 5th,5,5,0,5,1.0,3.8,0.019,0.0
hawthorne and 8th,5,5,0,5,1.0,8.4,0.041999999999999996,0.0
hawthorne and 8th,22,5,0,5,1.0,5.0,0.025,0.0
irwin avenue,0,5,0,5,1.0,10.0,0.05,0.0
johnson & wales,3,5,0,5,1.0,7.0,0.034999999999999996,0.0
johnson & wales,12,5,0,5,1.0,8.8,0.044,0.0
johnson & wales,20,5,0,5,1.0,8.4,0.042,0.0
johnson c. smith university,4,5,0,5,1.0,10.2,0.051000000000000004,0.0
jw clay blvd,4,5,0,5,1.0,4.6,0.023,0.0
mccullough,3,5,0,5,1.0,9.4,0.047,0.0
mint street,19,5,0,5,1.0,8.0,0.04,0.0
mint street,20,5,0,5,1.0,13.6,0.068,0.0
old concord rd,6,5,0,5,1.0,5.0,0.025,0.0
old concord rd,14,5,0,5,1.0,3.6,0.018,0.0
old concord rd,17,5,0,5,1.0,8.2,0.041,0.0
parkwood,3,5,0,5,1.0,8.2,0.041,0.0
sugar creek,0,5,0,5,1.0,5.4,0.027000000000000003,0.0
sugar creek,2,5,0,5,1.0,7.6,0.038,0.0
sugar creek,8,5,0,5,1.0,3.4,0.016999999999999998,0.0
sunnyside,7,5,0,5,1.0,6.8,0.034,0.0
tom hunter,8,5,0,5,1.0,5.8,0.029000000000000005,0.0
tom hunter,22,5,0,5,1.0,3.0,0.015,0.0
university city blvd,4,5,0,5,1.0,6.2,0.031,0.0
wesley heights way,1,5,0,5,1.0,10.2,0.051000000000000004,0.0
woodlawn,12,5,0,5,1.0,6.0,0.030000000000000006,0.0
7th st,13,5,1,6,0.8333333333333334,21.666666666666668,0.033537892039921136,0.16666666666666666
carson,18,5,1,6,0.8333333333333334,11.333333333333334,0.04507629512222535,0.16666666666666666
central piedmont community college,23,5,1,6,0.8333333333333334,4.833333333333333,0.02416666666666667,0.16666666666666666
davidson st,18,5,1,6,0.8333333333333334,20.0,0.09999999999999999,0.16666666666666666
tryon street,17,5,1,6,0.8333333333333334,13.833333333333334,0.06916666666666667,0.16666666666666666
3rd street/convention center,6,5,2,7,0.7142857142857143,1.4285714285714286,0.12730634858856585,0.2857142857142857
tryon street,9,5,3,8,0.625,19.625,0.098125,0.375
3rd street/convention center,22,5,4,9,0.5555555555555556,4.222222222222222,0.07374882894656731,0.4444444444444444
ctc/arena,20,5,4,9,0.5555555555555556,7.666666666666667,0.049325051641989595,0.4444444444444444
mint street,23,5,4,9,0.5555555555555556,12.444444444444445,0.06222222222222223,0.4444444444444444
tryon street,22,5,5,10,0.5,15.1,0.0755,0.5
3rd street/convention center,4,5,8,13,0.38461538461538464,5.538461538461538,0.32466055517706377,0.6153846153846154
carson,1,5,8,13,0.38461538461538464,4.076923076923077,0.3505134746335947,0.6153846153846154
carson,3,5,8,13,0.38461538461538464,6.3076923076923075,0.191376719357232,0.6153846153846154
25th street,8,4,0,4,1.0,6.25,0.03125,0.0
25th street,17,4,0,4,1.0,6.75,0.03375,0.0
25th street,18,4,0,4,1.0,3.0,0.015,0.0
36th street,2,4,0,4,1.0,6.0,0.03,0.0
36th street,17,4,0,4,1.0,11.0,0.055,0.0
36th street,20,4,0,4,1.0,5.75,0.02875,0.0
3rd street/convention center,7,4,0,4,1.0,14.25,0.0622718138119039,0.0
3rd street/convention center,10,4,0,4,1.0,18.75,0.04611278906912687,0.0
7th st,5,4,0,4,1.0,6.75,0.10627839182427727,0.0
9th street,20,4,0,4,1.0,1.5,0.11506971179582681,0.0
bland st,6,4,0,4,1.0,1.5,0.1197245843591526,0.0
bland st,9,4,0,4,1.0,7.5,0.07232834092489168,0.0
brooklyn village,9,4,0,4,1.0,25.5,0.0303130259209658,0.0
brooklyn village,13,4,0,4,1.0,11.5,0.0257656836240163,0.0
brooklyn village,19,4,0,4,1.0,14.75,0.017534005189578226,0.0
brooklyn village,22,4,0,4,1.0,12.5,0.01485932643184595,0.0
bruns avenue,11,4,0,4,1.0,23.75,0.11875,0.0
bruns avenue,16,4,0,4,1.0,6.75,0.03375,0.0
carson,9,4,0,4,1.0,15.5,0.023134399193856525,0.0
carson,12,4,0,4,1.0,13.75,0.08388429689418035,0.0
central piedmont community college,4,4,0,4,1.0,6.5,0.0325,0.0
elizabeth and hawthorne,5,4,0,4,1.0,2.5,0.0125,0.0
french street,10,4,0,4,1.0,5.75,0.02875,0.0
hawthorne and 5th,9,4,0,4,1.0,16.0,0.08,0.0
irwin avenue,8,4,0,4,1.0,4.75,0.02375,0.0
irwin avenue,15,4,0,4,1.0,3.75,0.018750000000000003,0.0
johnson & wales,6,4,0,4,1.0,5.5,0.027500000000000004,0.0
johnson & wales,11,4,0,4,1.0,9.75,0.04875,0.0
johnson & wales,13,4,0,4,1.0,7.75,0.03875,0.0
johnson & wales,23,4,0,4,1.0,9.5,0.0475,0.0
johnson c. smith university,12,4,0,4,1.0,5.5,0.027500000000000004,0.0
johnson c. smith university,13,4,0,4,1.0,9.5,0.0475,0.0
johnson c. smith university,17,4,0,4,1.0,6.75,0.03375,0.0
jw clay blvd,7,4,0,4,1.0,3.75,0.018750000000000003,0.0
mccullough,4,4,0,4,1.0,2.5,0.012499999999999999,0.0
mint street,22,4,0,4,1.0,13.75,0.06875,0.0
old concord rd,0,4,0,4,1.0,11.75,0.05875,0.0
parkwood,4,4,0,4,1.0,6.0,0.030000000000000002,0.0
parkwood,5,4,0,4,1.0,12.75,0.06375,0.0
sugar creek,12,4,0,4,1.0,3.5,0.017499999999999998,0.0
sugar creek,13,4,0,4,1.0,7.0,0.035,0.0
sugar creek,17,4,0,4,1.0,4.75,0.02375,0.0
sugar creek,19,4,0,4,1.0,4.5,0.0225,0.0
sugar creek,22,4,0,4,1.0,2.5,0.0125,0.0
sunnyside,5,4,0,4,1.0,3.0,0.015,0.0
sunnyside,8,4,0,4,1.0,11.75,0.058750000000000004,0.0
tom hunter,2,4,0,4,1.0,4.75,0.02375,0.0
tom hunter,3,4,0,4,1.0,11.0,0.055,0.0
tom hunter,11,4,0,4,1.0,4.25,0.02125,0.0
tom hunter,18,4,0,4,1.0,6.75,0.03375,0.0
university city blvd,6,4,0,4,1.0,4.0,0.02,0.0
university city blvd,15,4,0,4,1.0,3.5,0.0175,0.0
university city blvd,16,4,0,4,1.0,4.25,0.021249999999999998,0.0
university city blvd,20,4,0,4,1.0,2.5,0.0125,0.0
university city blvd,23,4,0,4,1.0,2.0,0.01,0.0
wesley heights way,2,4,0,4,1.0,5.25,0.026250000000000002,0.0
wesley heights way,11,4,0,4,1.0,4.25,0.021249999999999998,0.0
woodlawn,14,4,0,4,1.0,3.75,0.01875,0.0
3rd street/convention center,15,4,1,5,0.8,21.0,0.06218545696491919,0.2
9th street,15,4,1,5,0.8,22.6,0.0434265860350445,0.2
carson,10,4,1,5,0.8,18.6,0.06155426356404352,0.2
parkwood,14,4,1,5,0.8,5.4,0.027000000000000003,0.2
3rd street/convention center,21,4,2,6,0.6666666666666666,6.333333333333333,0.12526092843026362,0.3333333333333333
7th st,18,4,2,6,0.6666666666666666,8.833333333333334,0.029644815356710416,0.3333333333333333
bland st,19,4,2,6,0.6666666666666666,7.666666666666667,0.06613868063624674,0.3333333333333333
central piedmont community college,15,4,2,6,0.6666666666666666,14.0,0.07,0.3333333333333333
hawthorne and 8th,14,4,2,6,0.6666666666666666,13.666666666666666,0.06833333333333334,0.3333333333333333
mint street,7,4,2,6,0.6666666666666666,6.333333333333333,0.03166666666666667,0.3333333333333333
carson,2,4,3,7,0.5714285714285714,4.428571428571429,0.13936798185737773,0.42857142857142855
davidson st,11,4,4,8,0.5,17.5,0.0875,0.5
25th street,4,3,0,3,1.0,7.0,0.035,0.0
25th street,6,3,0,3,1.0,3.0,0.015,0.0
25th street,7,3,0,3,1.0,6.333333333333333,0.03166666666666667,0.0
25th street,13,3,0,3,1.0,4.666666666666667,0.023333333333333334,0.0
36th street,8,3,0,3,1.0,8.0,0.04,0.0
36th street,12,3,0,3,1.0,5.666666666666667,0.028333333333333335,0.0
36th street,13,3,0,3,1.0,6.333333333333333,0.03166666666666667,0.0
36th street,15,3,0,3,1.0,12.666666666666666,0.06333333333333334,0.0
3rd street/convention center,8,3,0,3,1.0,31.333333333333332,0.04036779708497334,0.0
3rd street/convention center,13,3,0,3,1.0,20.0,0.025766678990408496,0.0
3rd street/convention center,20,3,0,3,1.0,8.666666666666666,0.011165560895843633,0.0
7th st,6,3,0,3,1.0,6.333333333333333,0.009803383827053834,0.0
9th street,22,3,0,3,1.0,1.3333333333333333,0.1022841882629572,0.0
bland st,23,3,0,3,1.0,2.0,0.05567335576363627,0.0
brooklyn village,5,3,0,3,1.0,7.666666666666667,0.08168434005184026,0.0
brooklyn village,11,3,0,3,1.0,2.6666666666666665,0.027360196252229834,0.0
brooklyn village,16,3,0,3,1.0,12.666666666666666,0.031184255193227938,0.0
brooklyn village,21,3,0,3,1.0,15.0,0.017831191718215168,0.0
bruns avenue,9,3,0,3,1.0,6.0,0.03,0.0
bruns avenue,14,3,0,3,1.0,7.0,0.035,0.0
ctc/arena,13,3,0,3,1.0,21.333333333333332,0.03128553479847293,0.0
davidson st,4,3,0,3,1.0,2.6666666666666665,0.013333333333333334,0.0
davidson st,5,3,0,3,1.0,3.3333333333333335,0.016666666666666666,0.0
east/west,4,3,0,3,1.0,3.0,0.25475284531937087,0.0
east/west,8,3,0,3,1.0,4.0,0.11731906425285525,0.0
elizabeth and hawthorne,8,3,0,3,1.0,9.0,0.045000000000000005,0.0
elizabeth and hawthorne,18,3,0,3,1.0,5.333333333333333,0.02666666666666667,0.0
french street,3,3,0,3,1.0,6.666666666666667,0.03333333333333333,0.0
french street,4,3,0,3,1.0,10.333333333333334,0.051666666666666666,0.0
french street,8,3,0,3,1.0,4.0,0.02,0.0
french street,15,3,0,3,1.0,3.3333333333333335,0.016666666666666666,0.0
french street,18,3,0,3,1.0,5.0,0.024999999999999998,0.0
hawthorne and 5th,17,3,0,3,1.0,9.333333333333334,0.04666666666666667,0.0
hawthorne and 5th,18,3,0,3,1.0,10.666666666666666,0.053333333333333344,0.0
hawthorne and 8th,4,3,0,3,1.0,17.0,0.085,0.0
hawthorne and 8th,7,3,0,3,1.0,6.0,0.03,0.0
irwin avenue,14,3,0,3,1.0,8.0,0.04,0.0
irwin avenue,22,3,0,3,1.0,7.0,0.035,0.0
johnson c. smith university,7,3,0,3,1.0,2.6666666666666665,0.013333333333333334,0.0
johnson c. smith university,8,3,0,3,1.0,6.333333333333333,0.03166666666666667,0.0
johnson c. smith university,10,3,0,3,1.0,6.0,0.03,0.0
johnson c. smith university,14,3,0,3,1.0,3.6666666666666665,0.018333333333333337,0.0
jw clay blvd,1,3,0,3,1.0,3.0,0.015,0.0
jw clay blvd,2,3,0,3,1.0,2.0,0.01,0.0
jw clay blvd,8,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
mccullough,0,3,0,3,1.0,4.0,0.02,0.0
mccullough,1,3,0,3,1.0,3.0,0.015,0.0
mccullough,6,3,0,3,1.0,9.333333333333334,0.04666666666666667,0.0
mccullough,10,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
mccullough,12,3,0,3,1.0,1.3333333333333333,0.006666666666666667,0.0
mccullough,14,3,0,3,1.0,2.6666666666666665,0.013333333333333334,0.0
mccullough,15,3,0,3,1.0,3.0,0.015,0.0
mccullough,23,3,0,3,1.0,1.6666666666666667,0.008333333333333333,0.0
mint street,21,3,0,3,1.0,6.666666666666667,0.03333333333333333,0.0
new bern,14,3,0,3,1.0,1.6666666666666667,0.008333333333333333,0.0
new bern,16,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
new bern,18,3,0,3,1.0,8.333333333333334,0.041666666666666664,0.0
new bern,20,3,0,3,1.0,6.333333333333333,0.03166666666666667,0.0
new bern,23,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
old concord rd,3,3,0,3,1.0,9.0,0.045000000000000005,0.0
old concord rd,5,3,0,3,1.0,7.0,0.035,0.0
old concord rd,16,3,0,3,1.0,3.0,0.015,0.0
parkwood,7,3,0,3,1.0,5.666666666666667,0.028333333333333335,0.0
sugar creek,4,3,0,3,1.0,7.333333333333333,0.036666666666666674,0.0
sugar creek,5,3,0,3,1.0,6.0,0.03,0.0
sugar creek,16,3,0,3,1.0,10.333333333333334,0.05166666666666667,0.0
sugar creek,20,3,0,3,1.0,3.0,0.015,0.0
sunnyside,3,3,0,3,1.0,7.666666666666667,0.03833333333333333,0.0
tom hunter,7,3,0,3,1.0,2.6666666666666665,0.013333333333333334,0.0
tom hunter,15,3,0,3,1.0,6.666666666666667,0.03333333333333333,0.0
tom hunter,17,3,0,3,1.0,2.3333333333333335,0.011666666666666667,0.0
tom hunter,21,3,0,3,1.0,3.0,0.015,0.0
tyvola,1,3,0,3,1.0,2.0,0.01,0.0
university city blvd,1,3,0,3,1.0,4.0,0.02,0.0
university city blvd,7,3,0,3,1.0,5.333333333333333,0.02666666666666667,0.0
university city blvd,8,3,0,3,1.0,3.3333333333333335,0.016666666666666666,0.0
university city blvd,21,3,0,3,1.0,6.333333333333333,0.03166666666666667,0.0
university city blvd,22,3,0,3,1.0,3.6666666666666665,0.018333333333333333,0.0
wesley heights way,23,3,0,3,1.0,4.0,0.02,0.0
woodlawn,2,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
woodlawn,3,3,0,3,1.0,1.6666666666666667,0.008333333333333333,0.0
woodlawn,7,3,0,3,1.0,1.6666666666666667,0.008333333333333333,0.0
woodlawn,21,3,0,3,1.0,4.333333333333333,0.021666666666666667,0.0
central piedmont community college,5,3,1,4,0.75,25.75,0.12875,0.25
east/west,12,3,1,4,0.75,9.0,0.03466801726554635,0.25
parkwood,12,3,2,5,0.6,10.2,0.051000000000000004,0.4
3rd street/convention center,19,3,3,6,0.5,1.8333333333333333,0.16337648068865954,0.5
7th st,20,3,3,6,0.5,1.6666666666666667,0.16229658540742006,0.5
ctc/arena,6,3,3,6,0.5,2.1666666666666665,0.04887561221651595,0.5
mint street,6,3,3,6,0.5,4.833333333333333,0.02416666666666667,0.5
ctc/arena,19,3,6,9,0.3333333333333333,9.88888888888889,0.04496759900207285,0.6666666666666666
tryon street,4,3,6,9,0.3333333333333333,13.555555555555555,0.06777777777777777,0.6666666666666666
9th street,0,3,14,17,0.17647058823529413,6.9411764705882355,0.4532883333012578,0.8235294117647058
25th street,10,2,0,2,1.0,9.0,0.045,0.0
25th street,11,2,0,2,1.0,3.5,0.0175,0.0
36th street,4,2,0,2,1.0,3.0,0.015000000000000001,0.0
36th street,11,2,0,2,1.0,3.5,0.0175,0.0
3rd street/convention center,14,2,0,2,1.0,30.0,0.03865001848561275,0.0
arrowood,5,2,0,2,1.0,1.5,0.0075,0.0
arrowood,21,2,0,2,1.0,1.5,0.0075,0.0
arrowood,23,2,0,2,1.0,1.5,0.0075,0.0
bland st,10,2,0,2,1.0,14.5,0.026778919526973803,0.0
bland st,22,2,0,2,1.0,6.0,0.08905049975448351,0.0
brooklyn village,1,2,0,2,1.0,6.0,0.1522737163679022,0.0
bruns avenue,5,2,0,2,1.0,2.0,0.01,0.0
bruns avenue,10,2,0,2,1.0,5.0,0.025,0.0
carson,7,2,0,2,1.0,5.0,0.04970394008164265,0.0
carson,8,2,0,2,1.0,4.5,0.04895766913990535,0.0
carson,23,2,0,2,1.0,1.0,0.0859750032120138,0.0
charlotte gateway station,5,2,0,2,1.0,4.0,0.02,0.0
davidson st,19,2,0,2,1.0,12.5,0.0625,0.0
east/west,10,2,0,2,1.0,4.0,0.0478342529488013,0.0
east/west,13,2,0,2,1.0,1.0,0.0849176151064569,0.0
east/west,14,2,0,2,1.0,6.0,0.0092150492495534,0.0
east/west,19,2,0,2,1.0,3.5,0.04706633217800515,0.0
east/west,20,2,0,2,1.0,2.5,0.0455304906364129,0.0
east/west,22,2,0,2,1.0,4.0,0.08952513973123366,0.0
elizabeth and hawthorne,19,2,0,2,1.0,9.0,0.045,0.0
elizabeth and hawthorne,20,2,0,2,1.0,7.0,0.035,0.0
french street,19,2,0,2,1.0,6.0,0.03,0.0
hawthorne and 5th,2,2,0,2,1.0,6.5,0.0325,0.0
hawthorne and 5th,4,2,0,2,1.0,8.0,0.04,0.0
hawthorne and 5th,12,2,0,2,1.0,3.5,0.0175,0.0
hawthorne and 5th,20,2,0,2,1.0,4.0,0.02,0.0
irwin avenue,4,2,0,2,1.0,4.5,0.0225,0.0
johnson c. smith university,2,2,0,2,1.0,8.5,0.042499999999999996,0.0
johnson c. smith university,5,2,0,2,1.0,3.5,0.0175,0.0
johnson c. smith university,16,2,0,2,1.0,5.5,0.0275,0.0
johnson c. smith university,19,2,0,2,1.0,3.0,0.015,0.0
johnson c. smith university,21,2,0,2,1.0,10.5,0.052500000000000005,0.0
jw clay blvd,5,2,0,2,1.0,3.0,0.015,0.0
jw clay blvd,12,2,0,2,1.0,5.5,0.0275,0.0
jw clay blvd,13,2,0,2,1.0,3.5,0.0175,0.0
jw clay blvd,19,2,0,2,1.0,2.0,0.01,0.0
mccullough,7,2,0,2,1.0,2.0,0.01,0.0
mccullough,8,2,0,2,1.0,4.0,0.02,0.0
mccullough,21,2,0,2,1.0,2.0,0.01,0.0
new bern,0,2,0,2,1.0,4.0,0.02,0.0
new bern,10,2,0,2,1.0,1.0,0.005,0.0
new bern,12,2,0,2,1.0,2.0,0.01,0.0
old concord rd,4,2,0,2,1.0,8.0,0.04,0.0
old concord rd,7,2,0,2,1.0,5.5,0.0275,0.0
old concord rd,8,2,0,2,1.0,3.5,0.0175,0.0
old concord rd,20,2,0,2,1.0,2.0,0.01,0.0
old concord rd,23,2,0,2,1.0,2.0,0.01,0.0
parkwood,6,2,0,2,1.0,5.5,0.0275,0.0
sugar creek,11,2,0,2,1.0,2.5,0.0125,0.0
sugar creek,14,2,0,2,1.0,3.0,0.015,0.0
sugar creek,15,2,0,2,1.0,3.0,0.015,0.0
sugar creek,21,2,0,2,1.0,3.5,0.0175,0.0
sunnyside,23,2,0,2,1.0,8.5,0.0425,0.0
tom hunter,9,2,0,2,1.0,6.0,0.030000000000000002,0.0
tom hunter,14,2,0,2,1.0,3.5,0.0175,0.0
tom hunter,16,2,0,2,1.0,3.5,0.0175,0.0
tom hunter,19,2,0,2,1.0,3.0,0.015,0.0
tyvola,4,2,0,2,1.0,3.5,0.0175,0.0
tyvola,6,2,0,2,1.0,1.0,0.005,0.0
tyvola,16,2,0,2,1.0,1.0,0.005,0.0
tyvola,18,2,0,2,1.0,3.5,0.0175,0.0
tyvola,20,2,0,2,1.0,3.0,0.015,0.0
tyvola,21,2,0,2,1.0,2.0,0.01,0.0
university city blvd,0,2,0,2,1.0,4.0,0.02,0.0
university city blvd,10,2,0,2,1.0,4.0,0.02,0.0
university city blvd,11,2,0,2,1.0,4.0,0.02,0.0
wesley heights way,8,2,0,2,1.0,6.5,0.0325,0.0
wesley heights way,9,2,0,2,1.0,9.5,0.0475,0.0
wesley heights way,13,2,0,2,1.0,6.5,0.0325,0.0
wesley heights way,16,2,0,2,1.0,2.0,0.01,0.0
woodlawn,0,2,0,2,1.0,2.5,0.0125,0.0
woodlawn,5,2,0,2,1.0,2.0,0.01,0.0
woodlawn,18,2,0,2,1.0,2.5,0.0125,0.0
woodlawn,19,2,0,2,1.0,3.5,0.0175,0.0
bland st,21,2,1,3,0.6666666666666666,11.0,0.020315042399773164,0.3333333333333333
charlotte gateway station,0,2,1,3,0.6666666666666666,4.666666666666667,0.023333333333333334,0.3333333333333333
charlotte gateway station,7,2,1,3,0.6666666666666666,7.333333333333333,0.036666666666666674,0.3333333333333333
hawthorne and 8th,0,2,1,3,0.6666666666666666,6.333333333333333,0.03166666666666667,0.3333333333333333
carson,19,2,2,4,0.5,3.0,0.06783947164682823,0.5
ctc/arena,23,2,2,4,0.5,4.5,0.09228337078757677,0.5
central piedmont community college,10,2,3,5,0.4,12.8,0.064,0.6
tryon street,21,2,3,5,0.4,10.6,0.053000000000000005,0.6
tryon street,19,2,4,6,0.3333333333333333,12.333333333333334,0.06166666666666667,0.6666666666666666
tryon street,23,2,4,6,0.3333333333333333,11.5,0.057499999999999996,0.6666666666666666
ctc/arena,4,2,5,7,0.2857142857142857,4.714285714285714,0.08525327324342011,0.7142857142857143
36th street,6,1,0,1,1.0,3.0,0.015,0.0
36th street,7,1,0,1,1.0,6.0,0.03,0.0
36th street,9,1,0,1,1.0,1.0,0.005,0.0
36th street,10,1,0,1,1.0,7.0,0.035,0.0
36th street,18,1,0,1,1.0,6.0,0.03,0.0
36th street,19,1,0,1,1.0,4.0,0.02,0.0
36th street,21,1,0,1,1.0,2.0,0.01,0.0
9th street,6,1,0,1,1.0,6.0,0.0115291821331976,0.0
9th street,23,1,0,1,1.0,7.0,0.0134507124887306,0.0
arrowood,3,1,0,1,1.0,2.0,0.01,0.0
arrowood,4,1,0,1,1.0,2.0,0.01,0.0
arrowood,6,1,0,1,1.0,1.0,0.005,0.0
arrowood,11,1,0,1,1.0,3.0,0.015,0.0
arrowood,16,1,0,1,1.0,1.0,0.005,0.0
arrowood,19,1,0,1,1.0,1.0,0.005,0.0
bland st,13,1,0,1,1.0,7.0,0.0129277542544011,0.0
brooklyn village,6,1,0,1,1.0,9.0,0.0106987150309291,0.0
brooklyn village,10,1,0,1,1.0,1.0,0.0253789527279837,0.0
brooklyn village,18,1,0,1,1.0,11.0,0.0130762072600244,0.0
brooklyn village,20,1,0,1,1.0,1.0,0.0253789527279837,0.0
brooklyn village,23,1,0,1,1.0,1.0,0.0253789527279837,0.0
bruns avenue,7,1,0,1,1.0,5.0,0.025,0.0
central piedmont community college,22,1,0,1,1.0,4.0,0.02,0.0
ctc/arena,22,1,0,1,1.0,13.0,0.0190646227678194,0.0
east/west,15,1,0,1,1.0,7.0,0.0107508907911457,0.0
east/west,16,1,0,1,1.0,1.0,0.0015358415415922,0.0
east/west,18,1,0,1,1.0,4.0,0.0061433661663689,0.0
east/west,21,1,0,1,1.0,7.0,0.0107508907911457,0.0
elizabeth and hawthorne,0,1,0,1,1.0,6.0,0.03,0.0
elizabeth and hawthorne,1,1,0,1,1.0,3.0,0.015,0.0
french street,12,1,0,1,1.0,9.0,0.045,0.0
french street,13,1,0,1,1.0,3.0,0.015,0.0
french street,17,1,0,1,1.0,3.0,0.015,0.0
french street,20,1,0,1,1.0,4.0,0.02,0.0
hawthorne and 5th,6,1,0,1,1.0,2.0,0.01,0.0
hawthorne and 5th,7,1,0,1,1.0,4.0,0.02,0.0
irwin avenue,3,1,0,1,1.0,8.0,0.04,0.0
johnson c. smith university,18,1,0,1,1.0,4.0,0.02,0.0
jw clay blvd,9,1,0,1,1.0,2.0,0.01,0.0
jw clay blvd,11,1,0,1,1.0,4.0,0.02,0.0
jw clay blvd,17,1,0,1,1.0,2.0,0.01,0.0
jw clay blvd,18,1,0,1,1.0,4.0,0.02,0.0
jw clay blvd,21,1,0,1,1.0,5.0,0.025,0.0
jw clay blvd,22,1,0,1,1.0,2.0,0.01,0.0
jw clay blvd,23,1,0,1,1.0,6.0,0.03,0.0
mccullough,9,1,0,1,1.0,2.0,0.01,0.0
mccullough,11,1,0,1,1.0,3.0,0.015,0.0
mccullough,13,1,0,1,1.0,4.0,0.02,0.0
mccullough,16,1,0,1,1.0,4.0,0.02,0.0
mccullough,20,1,0,1,1.0,3.0,0.015,0.0
new bern,3,1,0,1,1.0,2.0,0.01,0.0
new bern,6,1,0,1,1.0,1.0,0.005,0.0
new bern,8,1,0,1,1.0,5.0,0.025,0.0
new bern,11,1,0,1,1.0,1.0,0.005,0.0
new bern,13,1,0,1,1.0,3.0,0.015,0.0
new bern,17,1,0,1,1.0,2.0,0.01,0.0
old concord rd,1,1,0,1,1.0,4.0,0.02,0.0
old concord rd,9,1,0,1,1.0,2.0,0.01,0.0
old concord rd,13,1,0,1,1.0,2.0,0.01,0.0
old concord rd,15,1,0,1,1.0,2.0,0.01,0.0
old concord rd,18,1,0,1,1.0,4.0,0.02,0.0
parkwood,2,1,0,1,1.0,7.0,0.035,0.0
sugar creek,3,1,0,1,1.0,6.0,0.03,0.0
sugar creek,7,1,0,1,1.0,5.0,0.025,0.0
sugar creek,10,1,0,1,1.0,1.0,0.005,0.0
tom hunter,0,1,0,1,1.0,2.0,0.01,0.0
tom hunter,4,1,0,1,1.0,8.0,0.04,0.0
tom hunter,5,1,0,1,1.0,10.0,0.05,0.0
tom hunter,6,1,0,1,1.0,5.0,0.025,0.0
tom hunter,10,1,0,1,1.0,5.0,0.025,0.0
tom hunter,12,1,0,1,1.0,5.0,0.025,0.0
